,index,ID,FASE,AREA_HA,SUBS,USO,UF,status,leyenda,Area_Calc,distance,mining,Urban_Area,YIELD,biomass_to,geometry
20,20,{AB616E98-B155-40AB-BC20-A26D160BB913},LAVRA GARIMPEIRA REQUIREMENT,50.0,GOLD,Industrial,MT,In application,request,50.20259869343553,90334.08658357781,True,0,60328.63,6713.6134167082,"MULTIPOLYGON Z (((-6167952.676228937 -1159786.260847348 0, -6167773.446949253 -1160791.545289603 0, -6168272.834661976 -1160791.540952998 0, -6168452.064037409 -1159786.256399549 0, -6167952.676228937 -1159786.260847348 0)))"
21,21,{011BCBC4-4A3D-4484-AFE4-0DB06FCE44B5},LAVRA GARIMPEIRA REQUIREMENT,50.0,GOLD,Industrial,MT,In application,request,50.2026069077298,90208.00861043671,True,0,60328.63,5956.558168219303,"MULTIPOLYGON Z (((-6167952.676228937 -1159786.260847348 0, -6167453.289599193 -1159786.25806747 0, -6167274.060396523 -1160791.542509731 0, -6167773.446949253 -1160791.545289603 0, -6167952.676228937 -1159786.260847348 0)))"
22,22,{8CD78C87-7E4F-42CB-B46B-69BE4BC2450A},WASTE GARIMPEIRA,50.0,GOLD,Industrial,MT,Exploitation,in operation,50.202554478609784,91261.3763693168,True,0,60328.63,15060.766343582934,"MULTIPOLYGON Z (((-6167773.757915787 -1160791.415524978 0, -6167594.375182458 -1161796.699411263 0, -6168093.76282772 -1161796.694963458 0, -6168273.145540866 -1160791.411077179 0, -6167773.757915787 -1160791.415524978 0)))"
23,23,{E8A94B15-C1A5-4488-AA84-A230C1F6209D},WASTE GARIMPEIRA,50.0,GOLD,Industrial,MT,Exploitation,in operation,50.202564551082006,90449.60745203057,True,0,60328.63,15060.769365324604,"MULTIPOLYGON Z (((-6164777.171648489 -1160792.047224069 0, -6164277.785122597 -1160792.044332996 0, -6164098.489642267 -1161797.328219282 0, -6164597.875968507 -1161797.331110354 0, -6164777.171648489 -1160792.047224069 0)))"
24,24,{9492D1F0-DA08-4608-AD9F-866C997D79D0},WASTE GARIMPEIRA,38.91,GOLD,Industrial,MT,Exploitation,in operation,39.072607896386785,88456.98928766778,True,0,60328.63,9928.825374996748,"MULTIPOLYGON Z (((-6164491.642716709 -1158790.050254921 0, -6164103.009936544 -1158790.048586994 0, -6163924.020473825 -1159795.434216744 0, -6164312.653253101 -1159795.435773477 0, -6164491.642716709 -1158790.050254921 0)))"
25,25,{31FEABC2-DE58-4DE6-AA04-841423F82D57},WASTE GARIMPEIRA,45.08,GOLD,Industrial,MT,Exploitation,in operation,45.26315836838311,87997.5927089941,True,0,60328.63,13578.947510514932,"MULTIPOLYGON Z (((-6165206.872171112 -1158295.84673748 0, -6164208.100102415 -1158295.833838851 0, -6164118.644251538 -1158798.577136283 0, -6164490.186850035 -1158798.585253525 0, -6164504.2311614 -1158719.670347522 0, -6165131.460581328 -1158719.67512891 0, -6165206.872171112 -1158295.84673748 0)))"
26,26,{3CCEC920-8545-4FA0-849C-184771C129E3},LICENSING,35.01,SAND,Construction,MT,Exploitation,in operation,35.1554497460274,183.66601054974316,False,0,0.00929,15.495572435855822,"MULTIPOLYGON Z (((-6144706.847910245 -1072692.527451135 0, -6144706.848487251 -1072692.527600157 0, -6144731.80710931 -1072698.9734283 0, -6144731.807085864 -1072698.973571316 0, -6145019.066190936 -1072773.162989366 0, -6145033.719784697 -1072776.178043196 0, -6145039.442646471 -1072762.104975029 0, -6145397.479577822 -1072711.833580835 0, -6147820.194971363 -1072263.339013414 0, -6148187.597549319 -1072086.369197125 0, -6148186.598742978 -1072086.369308318 0, -6145028.042267256 -1072671.623893311 0, -6144741.138603712 -1072598.237382911 0, -6144724.939625965 -1072697.051421823 0, -6144706.847910245 -1072692.527451135 0)))"
27,27,{51D799B0-2B86-4D1E-8813-E5B5817CB1A8},LAVRA GARIMPEIRA REQUIREMENT,50.0,GOLD,Industrial,MT,In application,request,50.20267338788744,87783.99100242458,True,0,60328.63,13666.690145499202,"MULTIPOLYGON Z (((-6164208.100102415 -1158295.833838851 0, -6163209.327943394 -1158295.820829035 0, -6163119.904579343 -1158798.463606135 0, -6164118.662137702 -1158798.476615769 0, -6164208.100074342 -1158295.833996653 0, -6164208.100102415 -1158295.833838851 0)))"
28,28,{4F75ED9A-6047-45BE-9D0F-C7FBEAF0F564},LAVRA GARIMPEIRA REQUIREMENT,48.3,GOLD,Industrial,MT,In application,request,48.49102710604855,88361.57317795968,True,0,60328.63,14544.396956920587,"MULTIPOLYGON Z (((-6164101.9560409 -1158798.406118294 0, -6163619.738240982 -1158798.403449616 0, -6163440.77687767 -1159803.68855904 0, -6163940.163405186 -1159803.691116524 0, -6163941.649452452 -1159795.347151023 0, -6163924.480499069 -1159795.347262217 0, -6164101.9560409 -1158798.406118294 0)))"
29,29,{8F8D5FED-E388-40F5-B8B3-FC94B36F2217},WASTE GARIMPEIRA,870.36,GOLD,Industrial,MT,Exploitation,in operation,873.9706446742503,20548.98074020909,False,0,60328.63,174706.50506304466,"MULTIPOLYGON Z (((-6166033.603594699 -1067808.800404512 0, -6167487.703255739 -1067808.798291809 0, -6167571.039895251 -1067299.861985956 0, -6168327.367178254 -1067299.860985205 0, -6168483.453789243 -1066346.111446514 0, -6170497.51430118 -1066346.108555441 0, -6170587.55486254 -1065795.72106931 0, -6171570.325985081 -1065795.719734971 0, -6171664.541455132 -1065219.602825761 0, -6167350.55244415 -1065219.609052688 0, -6167183.166388198 -1066243.658883109 0, -6166261.989252622 -1066243.660217448 0, -6166181.952736128 -1066733.044430144 0, -6165346.216018597 -1066733.045653289 0, -6165067.843154483 -1068433.659219977 0, -6165699.052716129 -1068433.658242939 0, -6165699.05272003 -1068433.65821922 0, -6165929.860816383 -1068433.657885675 0, -6165929.88505387 -1068433.657885637 0, -6166032.233133432 -1067808.800404512 0, -6166033.603594699 -1067808.800404512 0)))"
30,30,{72287D5A-BE1B-486D-BA81-FD310EEF879C},WASTE GARIMPEIRA,49.28,GOLD,Industrial,MT,Exploitation,in operation,49.485197974585795,30355.399835992237,False,0,60328.63,398.3634356850587,"MULTIPOLYGON Z (((-6176013.632529071 -1060792.670834807 0, -6176005.468314948 -1060842.783553665 0, -6176005.202286776 -1060842.783553665 0, -6176005.177159562 -1060842.937781202 0, -6175955.239810765 -1060842.944119316 0, -6175947.052243566 -1060893.217070244 0, -6175897.142606898 -1060893.21929414 0, -6175888.959510274 -1060943.415742872 0, -6175888.928520037 -1060943.484127827 0, -6175838.999966509 -1060943.490465947 0, -6175830.814842753 -1060993.744513714 0, -6175780.867014839 -1060993.747738367 0, -6175772.704148414 -1061043.862569929 0, -6175772.678451617 -1061044.030363264 0, -6175722.871566136 -1061044.03647899 0, -6175714.685760515 -1061094.271290014 0, -6175714.556271321 -1061094.28196474 0, -6175664.652349417 -1061094.299867143 0, -6175656.43755684 -1061144.604286267 0, -6175606.635522777 -1061144.600283243 0, -6175598.453140954 -1061194.810853743 0, -6175598.304666131 -1061194.823641171 0, -6175548.359993263 -1061194.854886985 0, -6175540.173790091 -1061245.121944568 0, -6175490.233241652 -1061245.127615519 0, -6175482.046720238 -1061295.394673102 0, -6175432.106128361 -1061295.400344053 0, -6175423.919306831 -1061345.667290441 0, -6175423.820507076 -1061345.667290441 0, -6175423.780364019 -1061345.913587481 0, -6175373.939562724 -1061345.913587481 0, -6175365.791312451 -1061395.939907781 0, -6175265.91042986 -1061395.951027289 0, -6175257.680509932 -1061446.217862484 0, -6175257.621104578 -1061446.453151216 0, -6175207.788531916 -1061446.45326241 0, -6175199.613557429 -1061496.449671241 0, -6175149.738255885 -1061496.495705993 0, -6175141.527178989 -1061546.869066046 0, -6175091.489135137 -1061546.86917724 0, -6175083.33583306 -1061597.03482494 0, -6175033.387249538 -1061597.040162303 0, -6175025.195423112 -1061647.306997504 0, -6175025.173257602 -1061647.377717555 0, -6174975.255089547 -1061647.377828749 0, -6174967.076143909 -1061697.579170062 0, -6174966.974165089 -1061697.579170062 0, -6174966.945395865 -1061697.755636608 0, -6174867.372272154 -1061697.755747802 0, -6174859.18946192 -1061747.948304704 0, -6174809.051587266 -1061747.948304704 0, -6174800.872939359 -1061798.128185372 0, -6174800.829054115 -1061798.387937009 0, -6174750.935994747 -1061798.387937009 0, -6174742.773442928 -1061848.333307314 0, -6174742.743247644 -1061848.400135542 0, -6174692.8029812 -1061848.404916929 0, -6174684.611823273 -1061898.671752124 0, -6174684.326832362 -1061898.671752124 0, -6174684.305293063 -1061898.803851846 0, -6174634.650644268 -1061898.803851846 0, -6174593.709796192 -1062150.011043081 0, -6174543.769488708 -1062150.015824468 0, -6174530.659710252 -1062230.442760781 0, -6174530.55937766 -1062230.442760781 0, -6174530.538883931 -1062230.568411189 0, -6174480.798684051 -1062230.568522383 0, -6174472.632370844 -1062280.637430386 0, -6174472.537849999 -1062280.637430386 0, -6174472.52529937 -1062280.714377364 0, -6174422.584963047 -1062280.719047557 0, -6174409.473687998 -1062361.14598387 0, -6174409.364473882 -1062361.14598387 0, -6174409.351849861 -1062361.22337563 0, -6174359.521467816 -1062361.223486824 0, -6174351.33828996 -1062411.417378065 0, -6174301.398034481 -1062411.421937065 0, -6174293.20242084 -1062461.68877226 0, -6174243.377476363 -1062461.693331253 0, -6174235.208379079 -1062511.77013411 0, -6174235.097301315 -1062511.77013411 0, -6174235.0827167 -1062511.859534928 0, -6174185.142392529 -1062511.863982734 0, -6174176.946253156 -1062562.130817929 0, -6174176.765546426 -1062562.130817929 0, -6174176.732512077 -1062562.33330412 0, -6174126.973668695 -1062562.333415314 0, -6174118.792936804 -1062612.502510061 0, -6174118.655542855 -1062612.502510061 0, -6174118.636603151 -1062612.618597694 0, -6173968.955235011 -1062612.618820082 0, -6173960.775188 -1062662.781910297 0, -6173960.626955772 -1062662.76567582 0, -6173860.897927995 -1062662.769790038 0, -6173852.69731038 -1062713.05675154 0, -6173852.516165768 -1062713.05675154 0, -6173852.499601716 -1062713.158272617 0, -6173762.950108116 -1062713.158383817 0, -6173731.838581077 -1062903.828097681 0, -6173881.510902364 -1062903.827875287 0, -6173888.047654901 -1062863.752066606 0, -6173977.923964757 -1062863.744727734 0, -6173986.12308394 -1062813.458433402 0, -6174066.048594071 -1062813.436639175 0, -6174074.241047156 -1062763.204274442 0, -6174074.358186555 -1062763.215505143 0, -6174153.978609205 -1062763.212058095 0, -6174162.171086616 -1062713.00337791 0, -6174162.331397406 -1062713.00337791 0, -6174162.343281302 -1062712.93054515 0, -6174261.968111955 -1062712.921760746 0, -6174270.179677892 -1062662.594546631 0, -6174320.193421515 -1062662.594546631 0, -6174328.392877133 -1062612.340276477 0, -6174328.56216911 -1062612.361848316 0, -6174378.483247421 -1062612.35962442 0, -6174386.673061327 -1062562.147719575 0, -6174386.711951652 -1062562.011505635 0, -6174436.652227849 -1062562.006946642 0, -6174453.027991269 -1062461.573685378 0, -6174453.25819101 -1062461.590920612 0, -6174502.965115786 -1062461.588585515 0, -6174519.358737876 -1062361.035233601 0, -6174519.553482759 -1062361.03656794 0, -6174569.111210685 -1062361.034121649 0, -6174585.520039085 -1062260.436736492 0, -6174635.63450503 -1062260.455083671 0, -6174643.822439762 -1062210.225054041 0, -6174643.967620544 -1062210.225054041 0, -6174643.989673946 -1062210.089840859 0, -6174673.824014284 -1062210.089729659 0, -6174686.915769364 -1062129.795115461 0, -6174686.96285418 -1062129.62743332 0, -6174736.859223458 -1062129.627322126 0, -6174758.139883431 -1061999.096228978 0, -6174758.172668916 -1061998.910644433 0, -6174818.025772943 -1061998.910533239 0, -6174826.205440296 -1061948.748999757 0, -6174926.145601203 -1061948.770238008 0, -6174934.330072592 -1061898.546101717 0, -6174934.423895843 -1061898.528866483 0, -6174984.109148793 -1061898.494507208 0, -6174992.293398176 -1061848.302061507 0, -6174992.458744546 -1061848.29272112 0, -6175042.310937243 -1061848.285382248 0, -6175050.512200974 -1061797.9859669 0, -6175050.594251047 -1061797.993861747 0, -6175100.552275463 -1061797.989525142 0, -6175108.762466334 -1061747.730251206 0, -6175158.669460654 -1061747.727916109 0, -6175166.849545725 -1061697.539028649 0, -6175166.854317211 -1061697.457300285 0, -6175216.643568007 -1061697.451851728 0, -6175224.83247479 -1061647.223045237 0, -6175224.980272594 -1061647.210369002 0, -6175274.937457187 -1061647.208367487 0, -6175283.11416896 -1061596.912510387 0, -6175333.054582946 -1061596.906839436 0, -6175341.243460875 -1061546.640004241 0, -6175391.183941103 -1061546.63433329 0, -6175399.372518949 -1061496.367386901 0, -6175449.313083538 -1061496.361604756 0, -6175457.501105721 -1061446.094769561 0, -6175457.591076632 -1061446.080314206 0, -6175507.4457232 -1061446.063857335 0, -6175515.629348966 -1061395.822041027 0, -6175565.569844835 -1061395.816147689 0, -6175573.757230548 -1061345.549312494 0, -6175573.886185611 -1061345.549312494 0, -6175573.937602575 -1061345.23385213 0, -6175623.748267582 -1061345.233740936 0, -6175631.88465892 -1061295.276472766 0, -6175631.973589782 -1061295.276472766 0, -6175632.011919941 -1061295.041295228 0, -6175681.783832773 -1061295.041184034 0, -6175689.908776662 -1061245.188550408 0, -6175689.981697873 -1061245.188550408 0, -6175690.011853391 -1061245.003521838 0, -6175739.938657863 -1061244.997406112 0, -6175748.126102984 -1061194.763373458 0, -6175847.903579449 -1061194.738688152 0, -6175856.0868539 -1061144.52533778 0, -6175856.193549426 -1061144.52533778 0, -6175856.205636163 -1061144.451170675 0, -6175906.146170418 -1061144.445054949 0, -6175914.331628642 -1061094.177997366 0, -6175964.080458201 -1061094.171770439 0, -6175972.253492169 -1061044.016686271 0, -6175972.438921374 -1061044.016686271 0, -6175972.457149727 -1061043.90482405 0, -6176022.397852635 -1061043.89848593 0, -6176030.582564615 -1060993.631428347 0, -6176030.723473451 -1060993.631428347 0, -6176030.737370671 -1060993.54614174 0, -6176080.535869303 -1060993.54614174 0, -6176088.707398436 -1060943.358032637 0, -6176128.659832683 -1060943.352917669 0, -6176143.803089127 -1060850.339035054 0, -6176143.898710113 -1060850.339035054 0, -6176143.913457164 -1060850.248522279 0, -6176143.817726521 -1060850.248522279 0, -6176161.372013378 -1060742.414896725 0, -6176071.515652812 -1060742.408225023 0, -6176063.357821809 -1060792.405634606 0, -6176063.300863246 -1060792.664385492 0, -6176013.632529071 -1060792.670834807 0)))"
