,index,ID,FASE,AREA_HA,SUBS,USO,UF,status,leyenda,Area_Calc,distance,mining,Urban_Area,YIELD,biomass_to,geometry
90,90,{AB64A08C-CB48-4B50-B36E-D6907D15651E},EXTRACTION REGISTRATION REQUIREMENT,4.8,GRAVEL,Construction,MT,In application,request,4.817433431421361,12230.937328589975,False,0,0.00929,22.593762793366185,"POLYGON Z ((-6053311.218012381 -1638800.528070488 0, -6053510.938889733 -1638800.527625712 0, -6053512.836129795 -1638792.960246445 0, -6053571.226242462 -1638559.329990664 0, -6053570.922029205 -1638559.328656324 0, -6053371.498541806 -1638559.326543615 0, -6053311.218012381 -1638800.528070488 0))"
91,91,{D2D4914D-B188-46E4-8BAD-8D51FD22D7BB},EXTRACTION REGISTRATION REQUIREMENT,4.93,GRAVEL,Construction,MT,In application,request,4.950532418684871,3196.039014023592,False,0,0.00929,23.217997043632046,"POLYGON Z ((-6027226.308907134 -1621705.051627138 0, -6027001.517487234 -1621705.052071914 0, -6026947.30730067 -1621925.280988838 0, -6027172.096698676 -1621925.280544062 0, -6027226.308907134 -1621705.051627138 0))"
92,92,{8E5B8868-69EC-48EC-8C6C-197A65B8E108},RESEARCH AUTHORIZATION,233.05,GOLD,Industrial,MT,In application,in exploration,233.89543873802478,456.9508955355314,True,0,60328.63,8352.613734602408,"POLYGON Z ((-6072299.897899508 -1630469.936216503 0, -6072685.716013291 -1628922.155912152 0, -6071174.5002607 -1628922.159248 0, -6070788.77815956 -1630469.939552357 0, -6072299.897899508 -1630469.936216503 0))"
93,93,{5A36C9F6-091C-4A78-84DD-C2582D813709},LICENSING,49.26,SAND,Construction,MT,Exploitation,in operation,49.44500998556061,12521.080307500448,True,0,0.00929,2373.3604793069094,"POLYGON Z ((-6081762.928544423 -1595236.389389362 0, -6082259.256803491 -1595236.388277411 0, -6082369.666261388 -1594784.131203011 0, -6081882.306521603 -1594784.132314963 0, -6081943.623577895 -1594532.892209992 0, -6081442.313767866 -1594532.89321075 0, -6081512.697177381 -1594244.433453205 0, -6081315.965516536 -1594244.433897987 0, -6081439.694485902 -1593737.20154511 0, -6081268.150362355 -1593737.192760699 0, -6081270.18373658 -1593728.857579603 0, -6080942.408526832 -1593728.858357972 0, -6080814.974551101 -1594251.32298743 0, -6081504.013987698 -1594251.321430696 0, -6081432.891799983 -1594542.808251143 0, -6081932.226413914 -1594542.807139198 0, -6081762.928544423 -1595236.389389362 0))"
94,94,{B2A8E034-9375-41AB-A59E-0F8020E5C9E7},LICENSING,23.27,SAND,Construction,MT,Exploitation,in operation,23.35627037755429,12496.07079067204,True,0,0.00929,1121.1009781226057,"POLYGON Z ((-6081687.520707341 -1595135.882739362 0, -6081662.984225548 -1595236.386720678 0, -6081762.881883346 -1595236.383273636 0, -6081932.128389585 -1594542.933790357 0, -6081402.819298781 -1594542.932122436 0, -6081380.74764537 -1594633.376398589 0, -6081460.644892802 -1594633.377065759 0, -6081436.116633831 -1594733.881047074 0, -6081486.041082392 -1594733.881380662 0, -6081436.979944672 -1594934.889343287 0, -6081536.858335229 -1594934.889899263 0, -6081512.329027837 -1595035.378424465 0, -6081612.192338172 -1595035.378646859 0, -6081587.657557274 -1595135.882628168 0, -6081687.520707341 -1595135.882739362 0))"
95,95,{D75DB35D-19F1-42CB-8583-25E7B81C09E2},RESEARCH AUTHORIZATION,1241.64,GOLD,Industrial,MT,In application,in exploration,1246.115225818442,0.0,False,0,60328.63,50156.306249689434,"POLYGON Z ((-6071336.378965249 -1632597.509538484 0, -6071239.540048003 -1632985.30395018 0, -6072004.224306108 -1632985.302282253 0, -6071822.703835228 -1633711.872546101 0, -6072457.367329823 -1633711.871100561 0, -6072391.98818198 -1633973.458683485 0, -6076815.641963516 -1633973.448787122 0, -6075099.827391266 -1640819.017156168 0, -6075835.471008332 -1640819.015488241 0, -6075778.433496605 -1641046.070558211 0, -6076181.362593178 -1641046.069668647 0, -6076071.665731075 -1641482.635675672 0, -6076800.837651712 -1641482.634118946 0, -6076712.429407453 -1641834.351851998 0, -6077051.936152917 -1641834.351073635 0, -6076960.754977697 -1642197.002949738 0, -6077376.000084014 -1642197.002060174 0, -6077305.730126603 -1642476.411763639 0, -6078642.784224465 -1642476.408761373 0, -6078714.54570573 -1642191.130294261 0, -6079091.620413781 -1642191.129515897 0, -6081211.989622626 -1633740.422542866 0, -6089544.379341287 -1633740.403973293 0, -6089740.615901551 -1632957.216747219 0, -6090160.351870296 -1632957.215746468 0, -6090261.088198612 -1632555.058492298 0, -6090522.142470633 -1632555.057936322 0, -6090625.511791012 -1632142.30635119 0, -6090057.349496861 -1632142.307574335 0, -6090002.389516857 -1632361.795153843 0, -6089393.237737977 -1632361.796488183 0, -6089326.982530467 -1632626.380221782 0, -6088891.883215761 -1632626.381111339 0, -6088780.557955162 -1633070.885333128 0, -6088360.794289885 -1633070.886222691 0, -6088193.773906308 -1633737.596187034 0, -6081211.737012318 -1633737.611754341 0, -6079090.921061165 -1642190.110190853 0, -6078717.490135016 -1642190.110969222 0, -6078894.883487693 -1641484.698899861 0, -6078337.662692987 -1641484.700234207 0, -6078512.233015736 -1640790.16037225 0, -6077712.668714009 -1640790.162151371 0, -6077853.916375747 -1640227.914378605 0, -6077086.323991862 -1640227.916046532 0, -6077223.350028453 -1639682.22399386 0, -6075959.981192346 -1639682.226773738 0, -6075839.588296444 -1640161.788349126 0, -6075276.691698486 -1640161.789572271 0, -6076834.001890044 -1633947.348639743 0, -6073394.716483414 -1633947.356312203 0, -6073758.459746641 -1632491.683094812 0, -6072857.540317592 -1632491.685096327 0, -6073053.082791663 -1631708.49775906 0, -6072980.832296634 -1631708.497981447 0, -6072748.149535822 -1632640.409256706 0, -6072774.44321264 -1632640.409256706 0, -6072766.497435636 -1632672.22349542 0, -6072782.632109637 -1632672.22349542 0, -6072777.463351566 -1632692.91811774 0, -6072800.470148087 -1632692.91811774 0, -6072794.684077202 -1632716.083938889 0, -6072815.898224913 -1632716.083827696 0, -6072805.406038039 -1632758.091094432 0, -6072830.803154245 -1632758.091094432 0, -6072827.71714338 -1632770.446087855 0, -6072834.290446754 -1632770.446087855 0, -6072758.984970467 -1633071.909550753 0, -6072744.643297709 -1633071.909550753 0, -6072731.988200639 -1633122.565235048 0, -6072705.396210878 -1633122.565346241 0, -6072697.29372339 -1633154.99738466 0, -6072591.524004548 -1633154.997607054 0, -6072596.462673234 -1633135.229461908 0, -6072567.480568177 -1633135.229573102 0, -6072574.2710785 -1633108.048498619 0, -6072552.45968697 -1633108.048498619 0, -6072563.571047767 -1633063.570366633 0, -6072643.645559998 -1633063.570144245 0, -6072638.167053195 -1633085.50036598 0, -6072698.521595715 -1633085.500254786 0, -6072771.89832723 -1632791.758621073 0, -6072747.098975156 -1632791.758621073 0, -6072757.43694983 -1632750.369265241 0, -6072717.996746542 -1632750.369376441 0, -6072729.800209533 -1632703.111256956 0, -6072705.896987288 -1632703.111256956 0, -6072721.557233795 -1632640.409367907 0, -6072747.850830822 -1632640.409256706 0, -6072980.533580196 -1631708.497981447 0, -6071824.467715384 -1631708.500538938 0, -6071972.352388634 -1631115.828243216 0, -6071135.596124555 -1631115.830133537 0, -6070765.836909596 -1632597.510761629 0, -6071336.378965249 -1632597.509538484 0))"
96,96,{4703A116-EBE8-4749-95DF-7EBEB379E05D},LICENSING,50.0,SAND,Construction,MT,Exploitation,in operation,50.18436132420138,13732.862806794219,True,0,0.00929,2408.8493435616665,"POLYGON Z ((-6083074.849758888 -1594207.272289223 0, -6083320.0243782 -1593202.280623541 0, -6082820.663024226 -1593202.281735492 0, -6082575.508530562 -1594207.273401174 0, -6083074.849758888 -1594207.272289223 0))"
97,97,{FFD0084C-EFED-405C-8465-971A288DC796},LICENSING,50.0,SAND,Construction,MT,Exploitation,in operation,50.183973078255015,13827.212261277757,False,0,0.00929,5408.338646441899,"POLYGON Z ((-6083320.02834323 -1593202.277176493 0, -6083074.853371556 -1594207.270287714 0, -6083574.192823618 -1594207.268508593 0, -6083819.382748692 -1593202.275842153 0, -6083320.02834323 -1593202.277176493 0))"
98,98,{EBC660F7-AAEC-4019-920F-15EEFBA9DF1C},RESEARCH AUTHORIZATION,3328.0,GOLD,Industrial,MT,In application,in exploration,3339.678234839149,25794.43675374836,False,0,60328.63,216654.8114296206,"POLYGON Z ((-6063070.166836127 -1656234.876772103 0, -6063070.127740628 -1656235.031222033 0, -6062632.438869454 -1656235.032222785 0, -6062505.199764639 -1656737.66699385 0, -6061506.563151251 -1656737.669328946 0, -6061633.789119671 -1656235.003645662 0, -6060134.190919291 -1656235.00698151 0, -6060008.309582543 -1656732.483525305 0, -6060008.286140975 -1656732.576150783 0, -6058953.71172391 -1656732.57848588 0, -6058292.496558313 -1659343.727858205 0, -6056703.196879378 -1659343.73152764 0, -6056024.106178336 -1662021.999790075 0, -6062825.844416182 -1662021.984333962 0, -6064293.50441432 -1656234.874103424 0, -6063070.166836127 -1656234.876772103 0))"
99,99,{56DF9B38-5563-4570-83BD-1CBAA1896F07},RESEARCH AUTHORIZATION,471.21,GOLD,Industrial,MT,Exploration,in exploration,472.92425500334826,0.0,False,0,60328.63,22700.364240160718,"POLYGON Z ((-6074545.062134314 -1630048.500297811 0, -6074177.345322711 -1631522.180997895 0, -6074063.082474551 -1631522.181331476 0, -6074027.181156733 -1631665.994228808 0, -6073915.339269035 -1631665.99456239 0, -6073885.018662849 -1631787.444689233 0, -6073712.431142305 -1631787.445134014 0, -6073684.507585603 -1631899.289231507 0, -6073540.695110907 -1631899.289565095 0, -6073523.135407826 -1631969.620769051 0, -6073360.170419856 -1631969.621102639 0, -6073337.034508857 -1632062.284164864 0, -6073186.828816316 -1632062.284498446 0, -6073079.602896037 -1632491.684540351 0, -6073376.81194288 -1632491.683873181 0, -6073457.704540563 -1632167.76512551 0, -6073687.777907955 -1632167.764680729 0, -6073713.31537977 -1632065.49558916 0, -6073850.732476076 -1632065.495255572 0, -6073875.47455708 -1631966.407676829 0, -6074044.863676869 -1631966.407343247 0, -6074071.995772312 -1631857.744536187 0, -6074244.582873943 -1631857.744202599 0, -6074299.637435591 -1631637.237298053 0, -6074718.111253592 -1631637.236408489 0, -6074701.56131309 -1631703.521224511 0, -6075286.586355514 -1631703.519890166 0, -6075164.265216325 -1632193.305405801 0, -6075660.027989608 -1632193.30429385 0, -6075536.055591771 -1632689.514437197 0, -6076104.175333378 -1632689.513102858 0, -6076048.086763061 -1632913.942746453 0, -6076777.456744608 -1632913.94118972 0, -6076935.146532392 -1632282.968314327 0, -6076443.807739719 -1632282.969315084 0, -6076586.459154735 -1631711.918452442 0, -6076253.743024386 -1631711.919119611 0, -6076406.054165511 -1631101.949877586 0, -6076044.82310391 -1631101.95065595 0, -6076204.330513555 -1630462.88511587 0, -6075907.903594658 -1630462.885783039 0, -6076010.43985259 -1630051.925550193 0, -6076011.29517247 -1630048.497073151 0, -6074545.062134314 -1630048.500297811 0))"
100,100,{C2476B90-B188-4E73-8AF2-2EE631F9D320},LAVRA GARIMPEIRA REQUIREMENT,9441.41,GOLD,Industrial,MT,In application,request,9475.849889173893,0.0,False,0,60328.63,627794.5144201448,"POLYGON Z ((-6088785.98964835 -1614169.3827474 0, -6088736.290049646 -1614370.214354672 0, -6089925.827808028 -1614370.211685994 0, -6089916.247667027 -1614408.913902199 0, -6089916.337334586 -1614408.913902199 0, -6089759.176788207 -1615043.685978936 0, -6091864.058495314 -1615043.681308743 0, -6091406.942228944 -1616887.952210879 0, -6093120.685428563 -1616887.948430249 0, -6093039.075317094 -1617216.901867486 0, -6095568.471146152 -1617216.896307735 0, -6095225.849141371 -1618596.647656339 0, -6096741.380273888 -1618596.644320485 0, -6096451.663147259 -1619762.158942324 0, -6096715.694451549 -1619762.158386354 0, -6096690.699980539 -1619862.666815469 0, -6096970.335162958 -1619862.6661483 0, -6097020.317193399 -1619661.68020229 0, -6097190.090652228 -1619661.679868702 0, -6097140.10723002 -1619862.665814711 0, -6097239.985528327 -1619862.665592324 0, -6097241.988448366 -1619862.665592324 0, -6097576.570241502 -1619862.664813954 0, -6097681.538196582 -1619440.584964719 0, -6098080.99821423 -1619440.584075155 0, -6097956.023993098 -1619943.064396289 0, -6097786.252455148 -1619943.064841071 0, -6097748.756898222 -1620093.796628114 0, -6097549.032210793 -1620093.797072896 0, -6097516.529301406 -1620224.451814943 0, -6097436.621896582 -1620224.451926137 0, -6097314.095821321 -1620716.893780367 0, -6097029.478164438 -1620716.894447543 0, -6097134.463759255 -1620294.9382472 0, -6096319.159447704 -1620294.940026321 0, -6096253.510141225 -1620558.844135757 0, -6094826.556271975 -1620558.847249217 0, -6094936.562371342 -1620116.505326411 0, -6094439.836718488 -1620116.506438362 0, -6094564.906436223 -1619613.408206323 0, -6093584.768271431 -1619613.410430226 0, -6092816.282412884 -1622702.762463205 0, -6096838.688518528 -1622702.753567601 0, -6096397.755154563 -1624471.56572835 0, -6097068.735345175 -1624471.564282817 0, -6096344.494179747 -1627372.470614166 0, -6097643.797787922 -1627372.467723094 0, -6097246.787868753 -1628960.185620684 0, -6098436.543454843 -1628960.182952 0, -6098519.131533115 -1628630.08665202 0, -6099734.962086077 -1628630.083983342 0, -6100385.237821263 -1628630.082537802 0, -6100747.41625098 -1627182.162061829 0, -6099964.618148433 -1627182.16384095 0, -6100426.842129333 -1625332.209759705 0, -6101874.67849437 -1625332.206535045 0, -6101714.120737187 -1625974.885914318 0, -6103509.178981264 -1625974.881911295 0, -6104078.15997107 -1623696.917726297 0, -6102065.69360767 -1623696.922174097 0, -6102391.070183947 -1622392.413070121 0, -6101628.026568813 -1622392.414738042 0, -6102111.158966822 -1620453.288007254 0, -6100413.299372124 -1620453.29178789 0, -6100919.823736496 -1618417.270578369 0, -6099826.389921336 -1618417.273024659 0, -6100524.356678736 -1615607.114420761 0, -6097252.230965092 -1615607.121648439 0, -6097522.292281745 -1614517.930420715 0, -6095647.605020761 -1614517.934646127 0, -6096014.690839142 -1613035.821580474 0, -6089065.018086444 -1613035.836814193 0, -6088784.614158279 -1614169.3827474 0, -6088785.98964835 -1614169.3827474 0))"
101,101,{D1491895-6B61-4E80-B7D1-801336293F71},LICENSING REQUIREMENT,49.59,SAND,Construction,MT,In application,request,49.777012488190906,30180.007795675865,False,0,0.00929,233.45418856961535,"POLYGON Z ((-6104127.926647867 -1586717.006239521 0, -6103939.099710795 -1586717.006239521 0, -6103963.416804189 -1586617.208680371 0, -6103776.86413558 -1586617.208680371 0, -6103796.543405892 -1586536.437817765 0, -6103760.471963779 -1586536.437817765 0, -6103810.587282524 -1586330.726971609 0, -6103884.077725542 -1586330.726971609 0, -6103906.123708694 -1586240.226541948 0, -6104022.301737279 -1586240.226541948 0, -6104057.4605747 -1586095.88913756 0, -6103882.010055217 -1586095.88913756 0, -6103862.945621266 -1586174.158111503 0, -6103798.91425672 -1586174.158111503 0, -6103784.611705004 -1586232.87532587 0, -6103689.777308661 -1586232.87532587 0, -6103668.326634482 -1586320.935580108 0, -6103585.34682931 -1586320.935580108 0, -6103575.211836791 -1586362.541099123 0, -6103456.699413707 -1586362.541099123 0, -6103387.569777795 -1586646.304644845 0, -6103231.071682142 -1586646.304644845 0, -6103197.696034457 -1586783.290833149 0, -6103280.674308222 -1586783.290833149 0, -6103254.445587911 -1586890.933759195 0, -6103402.470756439 -1586890.933759195 0, -6103379.220355645 -1586986.345340711 0, -6103482.493308065 -1586986.345340711 0, -6103453.279220516 -1587106.219833663 0, -6103775.728850377 -1587106.219833663 0, -6103758.074998946 -1587178.650956186 0, -6103874.937276373 -1587178.650956186 0, -6103908.106948333 -1587042.560666409 0, -6104018.653663099 -1587042.560666409 0, -6104046.44652262 -1586928.523913684 0, -6104076.380815192 -1586928.523913684 0, -6104127.926647867 -1586717.006239521 0))"
102,102,{E8231472-ED82-4E76-AF32-AFBD0FE409EC},EXTRACTION REGISTRATION REQUIREMENT,4.73,GRAVEL,Construction,MT,In application,request,4.749834258379289,14669.55948924402,True,0,0.00929,22.27672267179887,"POLYGON Z ((-6029960.444362571 -1686319.109172496 0, -6029964.311161089 -1686304.036016027 0, -6029952.028721251 -1686304.036016027 0, -6029955.79244569 -1686289.364496091 0, -6029945.388146725 -1686289.364496091 0, -6029948.525885077 -1686277.133040373 0, -6029940.029458641 -1686277.133040373 0, -6029943.801042462 -1686262.430608212 0, -6029932.949517067 -1686262.430608212 0, -6029936.966712465 -1686246.770564264 0, -6029929.394433127 -1686246.770564264 0, -6029933.538318742 -1686230.616480698 0, -6029922.209835061 -1686230.616480698 0, -6029924.721523526 -1686220.825089197 0, -6029915.27108182 -1686220.825089197 0, -6029918.155125921 -1686209.582046297 0, -6029898.300345416 -1686209.582046297 0, -6029895.915472539 -1686218.879175786 0, -6029884.586983202 -1686218.879175786 0, -6029881.94855551 -1686229.164718099 0, -6029872.97506078 -1686229.164718099 0, -6029870.217762797 -1686239.913610187 0, -6029858.382504396 -1686239.913610187 0, -6029855.870842284 -1686249.704890487 0, -6029848.328399674 -1686249.704890487 0, -6029845.689937289 -1686259.990432795 0, -6029838.117662209 -1686259.990432795 0, -6029836.105120634 -1686267.835910885 0, -6029828.562791169 -1686267.835910885 0, -6029826.051097879 -1686277.627191185 0, -6029818.955771128 -1686277.627191185 0, -6029817.204696234 -1686284.453344231 0, -6029809.185322267 -1686284.453344231 0, -6029805.413742487 -1686299.155887586 0, -6029812.956169229 -1686299.155887586 0, -6029810.697989559 -1686307.958755075 0, -6029820.14839624 -1686307.958755075 0, -6029818.009036144 -1686316.298383971 0, -6029826.505341102 -1686316.298383971 0, -6029823.747915012 -1686327.047276058 0, -6029834.629246262 -1686327.047276058 0, -6029832.61665048 -1686334.892642954 0, -6029841.113056038 -1686334.892642954 0, -6029839.353982304 -1686341.749708226 0, -6029853.06744111 -1686341.749708226 0, -6029850.935954521 -1686350.058424896 0, -6029860.386236948 -1686350.058424896 0, -6029858.246806585 -1686358.398053798 0, -6029869.098287676 -1686358.398053798 0, -6029867.465949477 -1686364.760968257 0, -6029874.561142606 -1686364.760968257 0, -6029872.802054981 -1686371.617922329 0, -6029883.206424858 -1686371.617922329 0, -6029881.45522899 -1686378.444075374 0, -6029890.905500005 -1686378.444075374 0, -6029889.518805038 -1686383.849378047 0, -6029895.332134346 -1686383.849378047 0, -6029896.615822007 -1686378.845600708 0, -6029902.220410556 -1686378.845600708 0, -6029903.860674235 -1686372.451885217 0, -6029909.882641096 -1686372.451885217 0, -6029911.59421582 -1686365.780182102 0, -6029918.033561303 -1686365.780182102 0, -6029919.039908176 -1686361.85744306 0, -6029924.495537221 -1686361.85744306 0, -6029926.056544191 -1686355.772627424 0, -6029931.810209151 -1686355.772627424 0, -6029933.220651815 -1686350.274699273 0, -6029939.510930596 -1686350.274699273 0, -6029940.556893943 -1686346.1975103 0, -6029944.760394854 -1686346.1975103 0, -6029945.909363589 -1686341.718796 0, -6029949.129039631 -1686341.718796 0, -6029950.285907665 -1686337.209280667 0, -6029956.307883557 -1686337.209280667 0, -6029957.425155886 -1686332.854104065 0, -6029963.148990778 -1686332.854104065 0, -6029964.527728557 -1686327.479713618 0, -6029969.714951761 -1686327.479713618 0, -6029970.903534096 -1686322.846549387 0, -6029976.359172195 -1686322.846549387 0, -6029977.547752417 -1686318.213385156 0, -6029981.900222165 -1686318.213385156 0, -6029982.977835444 -1686314.012769679 0, -6029986.048444094 -1686314.012769679 0, -6029986.98345603 -1686310.368018266 0, -6029990.888820949 -1686310.368018266 0, -6029992.006081043 -1686306.012841664 0, -6029996.090353621 -1686306.012841664 0, -6029997.199681576 -1686301.688577288 0, -6030002.029203856 -1686301.688577288 0, -6030003.653555903 -1686295.356686249 0, -6030008.274336748 -1686295.356686249 0, -6030009.502524621 -1686290.569072087 0, -6030015.166805676 -1686290.569072087 0, -6030016.561379149 -1686285.132857194 0, -6030021.39090483 -1686285.132857194 0, -6030022.619059041 -1686280.345354232 0, -6030027.031207277 -1686280.345354232 0, -6030028.536708855 -1686274.476701779 0, -6030033.78361526 -1686274.476701779 0, -6030035.067245118 -1686269.47292444 0, -6030040.10551699 -1686269.47292444 0, -6030041.611011655 -1686263.604271987 0, -6030047.066556184 -1686263.604271987 0, -6030048.405632667 -1686258.384331465 0, -6030054.278557221 -1686258.384331465 0, -6030055.89497823 -1686252.083241452 0, -6030061.350525439 -1686252.083241452 0, -6030062.974843375 -1686245.751350413 0, -6030068.013120332 -1686245.751350413 0, -6030069.795916857 -1686238.80165967 0, -6030077.576834679 -1686238.80165967 0, -6030079.866736541 -1686229.875143283 0, -6030089.317067286 -1686229.875143283 0, -6030091.321716071 -1686222.060577418 0, -6030099.311382828 -1686222.060577418 0, -6030101.212995048 -1686214.647648089 0, -6030108.755448906 -1686214.647648089 0, -6030110.989876988 -1686205.937294885 0, -6030120.440217358 -1686205.937294885 0, -6030123.506573705 -1686193.983826796 0, -6030134.000422442 -1686193.983826796 0, -6030135.672250939 -1686187.466573606 0, -6030142.409789223 -1686187.466573606 0, -6030144.755093225 -1686178.323894042 0, -6030155.040205178 -1686178.323894042 0, -6030158.225385223 -1686165.907076173 0, -6030170.835877351 -1686165.907076173 0, -6030174.179490096 -1686152.872569787 0, -6030186.760153309 -1686152.872569787 0, -6030189.525347851 -1686142.092876674 0, -6030200.883817436 -1686142.092876674 0, -6030203.649028447 -1686131.313072361 0, -6030214.977559985 -1686131.313072361 0, -6030218.661835412 -1686116.950341081 0, -6030233.776641768 -1686116.950341081 0, -6030236.621033349 -1686105.861748106 0, -6030247.323558526 -1686105.861748106 0, -6030250.334311434 -1686094.124554394 0, -6030262.616860952 -1686094.124554394 0, -6030265.881167497 -1686081.398836669 0, -6030278.491704958 -1686081.398836669 0, -6030281.676729756 -1686068.982129994 0, -6030272.22633433 -1686068.982129994 0, -6030274.983523126 -1686058.233237907 0, -6030266.785163163 -1686058.233237907 0, -6030269.383861457 -1686048.102145524 0, -6030258.055182499 -1686048.102145524 0, -6030260.65386066 -1686037.971053148 0, -6030250.875470861 -1686037.971053148 0, -6030253.886126986 -1686026.233748242 0, -6030241.931416745 -1686026.233748242 0, -6030245.274778571 -1686013.199241857 0, -6030235.198232306 -1686013.199241857 0, -6030237.884005316 -1686002.728337398 0, -6030228.433583251 -1686002.728337398 0, -6030231.111406904 -1685992.28834516 0, -6030221.959019758 -1685992.28834516 0, -6030224.636823153 -1685981.848352929 0, -6030204.811686425 -1685981.848352929 0, -6030202.300254456 -1685991.639744423 0, -6030191.895716397 -1685991.639744423 0, -6030188.211744348 -1686006.002475703 0, -6030173.722995265 -1686006.002475703 0, -6030171.211567047 -1686015.793756004 0, -6030159.882979844 -1686015.793756004 0, -6030156.618863817 -1686028.519473728 0, -6030144.336172706 -1686028.519473728 0, -6030141.824721569 -1686038.31075403 0, -6030129.840288742 -1686038.31075403 0, -6030126.908904967 -1686049.73915908 0, -6030115.878372503 -1686049.73915908 0, -6030112.867741284 -1686061.476463986 0, -6030100.585067385 -1686061.476463986 0, -6030098.572715101 -1686069.321830882 0, -6030089.450193952 -1686069.321830882 0, -6030086.35240465 -1686081.398836669 0, -6030073.741867189 -1686081.398836669 0, -6030071.317497819 -1686090.850416089 0, -6030061.241092153 -1686090.850416089 0, -6030058.515633337 -1686101.475770478 0, -6030047.812998841 -1686101.475770478 0, -6030044.802333287 -1686113.212964189 0, -6030033.145812177 -1686113.212964189 0, -6030030.967017864 -1686121.70704301 0, -6030021.21849884 -1686121.70704301 0, -6030019.150621399 -1686129.768684284 0, -6030027.796066125 -1686129.768684284 0, -6030023.905886299 -1686144.934466225 0, -6030030.524200444 -1686144.934466225 0, -6030027.378747883 -1686157.196834169 0, -6030034.474003659 -1686157.196834169 0, -6030030.837296938 -1686171.374203292 0, -6030039.333761606 -1686171.374203292 0, -6030035.189927379 -1686187.528398052 0, -6030041.331177737 -1686187.528398052 0, -6030038.565973042 -1686198.308091172 0, -6030046.585376392 -1686198.308091172 0, -6030042.069085172 -1686215.913937336 0, -6030050.595369563 -1686215.913937336 0, -6030046.950590573 -1686230.122218692 0, -6030054.493039466 -1686230.122218692 0, -6030050.935397389 -1686243.990687959 0, -6030056.897725589 -1686243.990687959 0, -6030053.69658459 -1686256.469330281 0, -6030046.422451459 -1686256.469330281 0, -6030045.1229982 -1686261.534820872 0, -6030040.084831955 -1686261.534820872 0, -6030038.555578242 -1686267.496098803 0, -6030032.682655959 -1686267.496098803 0, -6030031.494102344 -1686272.129263035 0, -6030026.873209617 -1686272.129263035 0, -6030025.272636245 -1686278.368528595 0, -6030020.50278066 -1686278.368528595 0, -6030019.385534487 -1686282.723705197 0, -6030013.661580064 -1686282.723705197 0, -6030012.211556182 -1686288.376083273 0, -6030008.008152253 -1686288.376083273 0, -6030006.795826456 -1686293.101872983 0, -6030002.592316049 -1686293.101872983 0, -6030000.880792821 -1686299.773576103 0, -6029995.007878603 -1686299.773576103 0, -6029993.930244186 -1686303.974302774 0, -6029989.577664487 -1686303.974302774 0, -6029988.571342052 -1686307.897041816 0, -6029985.232425875 -1686307.897041816 0, -6029984.154816287 -1686312.0976573 0, -6029980.636993817 -1686312.0976573 0, -6029979.67028989 -1686315.865946417 0, -6029976.450610314 -1686315.865946417 0, -6029975.618603008 -1686319.109172496 0, -6029960.444362571 -1686319.109172496 0))"
