866170/1994,{A3D49859-675D-4912-ACAD-0F64C945EE76},866170,1994,41,LICENSING,1401 - LEAVE / LEAVE ON ENVIRONMENTAL protocolled 11.21.2019,REICAL IND. COM. DE CALCÁRIO LTDA,LIMESTONE dolomitic,Uninformed,MT
866500/1994,{B22509AD-5327-4A7E-B77F-886027815BD8},866500,1994,285,APPLICATION TILL,336 - REQ LAV / DOCUMENT IN SEVERAL filed 08/10/2015,Votorantim Cimentos S A,laterite,Uninformed,MT
867525/1995,{2C781139-484B-4B73-A6D5-0050E2F4E4AA},867525,1995,14.22,LICENSING,736 - LICENSE / DOCUMENT IN SEVERAL filed 09/16/2019,Indústria e Comércio de Calcário Cuiabá Ltda,LIMESTONE dolomitic,Uninformed,MT
866058/1996,{AB665499-EC1A-4223-A0A8-6ED4AD865DD9},866058,1996,11.45,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866059/1996,{07B9F290-6966-4BBA-8D6A-3ECD7376F90E},866059,1996,16.32,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866060/1996,{E0C63575-7196-4E16-A5EF-5B79DEF8B198},866060,1996,21.79,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866061/1996,{A917A947-8FF6-4C67-BF0D-F18663F5FFCE},866061,1996,3.15,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866062/1996,{9CCD27BD-2EF0-4B40-8C7C-A95BCDFE5EFF},866062,1996,6.48,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866063/1996,{3318CF93-03DD-49B3-84DF-F83E9EAFF829},866063,1996,35.94,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866064/1996,{D69157F2-3E63-4218-B288-F3C746A2CDAB},866064,1996,47.1,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866065/1996,{37C3B7BE-15E3-456B-A302-612D791663F2},866065,1996,29.85,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866066/1996,{DA736BFA-3FFB-4F29-BC1C-2BCE6BABFACD},866066,1996,34.5,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866067/1996,{061F2A68-2AF8-45FD-A9A0-C19B5E5023D0},866067,1996,31.42,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866378/1996,{D6418B05-1CB8-4D02-84D6-6317E7CB024A},866378,1996,42,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866379/1996,{0FFA24BE-7DBB-4F65-8DE0-AB070DD27060},866379,1996,49.81,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866380/1996,{E7B7615C-1C32-4C8B-8BA4-A508D815E7B8},866380,1996,48.25,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866381/1996,{21B257E5-682F-4B67-8754-FAAFB89161FC},866381,1996,40.27,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866382/1996,{A74092F9-C25F-48B9-9D94-85DD547B9964},866382,1996,38.03,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866383/1996,{27ABB6A0-9BBF-41FA-9A14-C1D99EF43DDA},866383,1996,43.88,APPLICATION TILL,336 - REQ LAV / DOCUMENT IN SEVERAL filed 04/29/2015,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866385/1996,{1DCAAFDA-C975-497E-95F0-47ED642A6E47},866385,1996,49.4,APPLICATION TILL,1044 - LAV REQ / TOTAL -CESSÃO RIGHTS TRANS REQ LAV effective on 26/10/2010,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866386/1996,{51E5CE10-03AA-4623-AA6A-45096D56FAB2},866386,1996,49.35,APPLICATION TILL,1044 - LAV REQ / TOTAL -CESSÃO RIGHTS TRANS REQ LAV effective on 26/10/2010,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866387/1996,{546DECAB-A6D0-4AC5-B742-DF3967D95884},866387,1996,49.38,APPLICATION TILL,1044 - LAV REQ / TOTAL -CESSÃO RIGHTS TRANS REQ LAV effective on 26/10/2010,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866388/1996,{24F90B30-E22B-452F-B038-C233697FAC39},866388,1996,42.32,APPLICATION TILL,1044 - LAV REQ / TOTAL -CESSÃO RIGHTS TRANS REQ LAV effective on 26/10/2010,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866389/1996,{86325C86-63C2-45EE-99D0-CAEFA4D31514},866389,1996,44.63,APPLICATION TILL,1044 - LAV REQ / TOTAL -CESSÃO RIGHTS TRANS REQ LAV effective on 26/10/2010,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866390/1996,{5F1D15A8-1AA2-4B2A-8E8A-3CD75DDE8B7A},866390,1996,48.66,APPLICATION TILL,1044 - LAV REQ / TOTAL -CESSÃO RIGHTS TRANS REQ LAV effective on 26/10/2010,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866391/1996,{89D49677-4F40-4785-A635-1EA8B21186AC},866391,1996,43.31,APPLICATION TILL,1044 - LAV REQ / TOTAL -CESSÃO RIGHTS TRANS REQ LAV effective on 26/10/2010,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866392/1996,{8580CF88-D049-4BB4-B118-B7E81922993B},866392,1996,44.24,APPLICATION TILL,1044 - LAV REQ / TOTAL -CESSÃO RIGHTS TRANS REQ LAV effective on 26/10/2010,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866393/1996,{C2C21C56-90EB-4563-BCA3-3EC803BA9383},866393,1996,46.06,APPLICATION TILL,1044 - LAV REQ / TOTAL -CESSÃO RIGHTS TRANS REQ LAV effective on 26/10/2010,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866394/1996,{18CD5C33-9BE2-49B4-959E-91F789030FBC},866394,1996,48.46,APPLICATION TILL,1044 - LAV REQ / TOTAL -CESSÃO RIGHTS TRANS REQ LAV effective on 26/10/2010,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866395/1996,{34B11557-8DAF-4A58-8D1F-C9140FDCAA59},866395,1996,36.7,APPLICATION TILL,1044 - LAV REQ / TOTAL -CESSÃO RIGHTS TRANS REQ LAV effective on 26/10/2010,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866396/1996,{FB75FB3A-418C-46F5-8750-F9240B8F2CFF},866396,1996,43.2,APPLICATION TILL,1044 - LAV REQ / TOTAL -CESSÃO RIGHTS TRANS REQ LAV effective on 26/10/2010,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866472/1996,{63532ED5-A52C-4D94-AA4A-D39B618C360E},866472,1996,273.06,APPLICATION TILL,2350 - REQ LAV / REQUIRED IN CONFIDENTIAL INFORMATION MINERÁRIA- 08.15.2019,INDUSTRIA DE CALCARIOS CACAPAVA LTDA,LIMESTONE,Uninformed,MT
866050/1999,{21293EA0-54EA-4FD3-8231-DE251CE7009B},866050,1999,50,LICENSING,1744 - LICENSE / RAL RECTIFIER REQUIREMENT OF COMPLIANCE ON 06/03/2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE dolomitic,Uninformed,MT
866085/2001,{E1A11736-3BE3-47EA-ABA6-462175F856FB},866085,2001,172.04,APPLICATION TILL,362 - REQ LAV / EXTENSION IN REQUESTED TIME REQUIRED 15.05.2017,Votorantim Cimentos S A,CLAY,Industrial,MT
866039/2002,{DB06C538-F97C-4D3A-A85C-584E72044423},866039,2002,192.6,OF MINING CONCESSION,405 - CONC LAV / PICK-UP TILL IN RELEASE 01.28.2020,Industria e Comercio de Brita Cuiaba Ltda Epp,LIMESTONE,Industrial,MT
866058/2002,{A8080108-2BAC-4ECC-9567-79E69003DE77},866058,2002,333.58,APPLICATION TILL,390 - REQ LAV / REQ REJECTION IN MINING PUBLICAD 08.04.2013,Votorantim Cimentos S A,CLAY,Industrial,MT
866147/2002,{D6E65937-D161-4826-B223-81CBBE2F3EEB},866147,2002,200.1,APPLICATION TILL,390 - REQ LAV / REQ REJECTION IN MINING PUBLICAD 08.04.2013,Votorantim Cimentos S A,CLAY,Manufacture of cement,MT
866182/2002,{04C06717-1914-4307-8011-7B0B5EB98777},866182,2002,124.71,APPLICATION TILL,365 - REQ LAV / COMPLIANCE WITH REQUIREMENT AT 10.12.2013 PROTOCOLIZ,Votorantim Cimentos S A,LIMESTONE,Manufacture of cement,MT
866183/2002,{FC16FD72-74D2-4467-860A-29D922400153},866183,2002,365.74,APPLICATION TILL,336 - REQ LAV / DOCUMENT IN SEVERAL filed 09/18/2015,Votorantim Cimentos S A,LIMESTONE,Manufacture of cement,MT
866435/2002,{1B858FA7-AE62-4FB5-8CF1-AA088502E7DB},866435,2002,37.58,OF MINING CONCESSION,1743 - CONC LAV / RAL RECTIFIER REQUIREMENT OF COMPLIANCE ON 28/05/2019,Indústria e Comércio de Calcário Cuiabá Ltda,LIMESTONE,soil amendments,MT
866348/2003,{0D295039-C356-454C-81A3-F4EF1C0ECE70},866348,2003,4.54,LICENSING,1744 - LICENSE / RAL RECTIFIER REQUIREMENT OF COMPLIANCE ON 06/03/2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE,soil amendments,MT
866313/2004,{5B303743-4901-498A-9FD1-559B0170FA19},866313,2004,50,TILL garimpeira,522 - PLG / TIME EXTENSION REJECTION PLG PUBLISHED 22/02/2017,ALTAMIRO AYRES,GOLD,Industrial,MT
866315/2004,{BE087254-2754-422F-9C33-6CF2EB63036C},866315,2004,50,TILL garimpeira,522 - PLG / TIME EXTENSION REJECTION PLG PUBLISHED 22/02/2017,ALTAMIRO AYRES,GOLD,Industrial,MT
866316/2004,{527EED16-7CB2-4F7C-9EAB-83E632D8EADB},866316,2004,50,TILL garimpeira,522 - PLG / TIME EXTENSION REJECTION PLG PUBLISHED 22/02/2017,ALTAMIRO AYRES,GOLD,Industrial,MT
866471/2004,{28034F7B-88E6-48BD-9716-AD62A8FA5344},866471,2004,30.5,OF MINING CONCESSION,452 - CONC LAV / TRANS RIGHTS -CESSÃO TOTAL effective on 01/12/2020,MID - MINERACAO DIAMANTINO LTDA,BASALT,Construction,MT
867255/2005,{096A9AC5-B9DB-411C-BD76-96C0BB552B2C},867255,2005,49.03,OF MINING CONCESSION,1399 - CONC LAV / LEAVE ON ENVIRONMENTAL protocolled 08.31.2018,Calcario Mato Grosso Industria e Comercio Ltda,LIMESTONE,soil amendments,MT
867256/2005,{B7327A78-9DA1-4434-9FF0-4BE15E9DE6C0},867256,2005,49.72,OF MINING CONCESSION,436 - CONC LAV / DOCUMENT IN SEVERAL filed 15/07/2019,Calcario Mato Grosso Industria e Comercio Ltda,LIMESTONE,soil amendments,MT
867257/2005,{54618EF0-CF6C-41D7-A437-23EB51F5B233},867257,2005,48.92,OF MINING CONCESSION,1399 - CONC LAV / LEAVE ON ENVIRONMENTAL protocolled 08.31.2018,Calcario Mato Grosso Industria e Comercio Ltda,LIMESTONE,soil amendments,MT
867258/2005,{2A93C84C-D036-475E-9AE0-0AED63B4B461},867258,2005,49.99,OF MINING CONCESSION,403 - CONC LAV / POSSESSION immission REQUIRED ON 17/07/2020,Calcario Mato Grosso Industria e Comercio Ltda,LIMESTONE,soil amendments,MT
867276/2005,{CD94E6A9-BC60-4CF3-BD78-DD3B14935686},867276,2005,45.19,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 11.12.2020,Copacel Indústria e Comercio de Calcário e Cereais Ltda,LIMESTONE,Manufacture of lime,MT
866295/2006,{C1FDED55-F34A-42D6-988B-189B52AD106A},866295,2006,511.77,APPLICATION TILL,1398 - REQ LAV / LICENSE ON ENVIRONMENTAL protocolled 02.04.2019,Votorantim Cimentos S A,CLAY,Manufacture of cement,MT
866377/2006,{7E45DA4C-BBBB-487F-A669-FF477D1A06C3},866377,2006,45.89,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 11.12.2020,Copacel Indústria e Comercio de Calcário e Cereais Ltda,LIMESTONE,Manufacture of lime,MT
866380/2006,{4A812744-A82C-4886-B638-F28126D2BBEF},866380,2006,20.23,LICENSING,1401 - LEAVE / LEAVE ON ENVIRONMENTAL protocolled 03.01.2019,Cerâmica Zeni Ltda,CLAY,red pottery,MT
866461/2006,{837822F4-6473-479B-A9C3-4C8217264152},866461,2006,50,LICENSING,2353 - LICENSE / REQUIRED IN CONFIDENTIAL INFORMATION MINERÁRIA- 05.04.2019,EMAL - EMPRESA DE MINERAÇÃO ARIPUANÃ LTDA,LIMESTONE,soil amendments,MT
866462/2006,{6CF77CF9-0EC1-4396-8F55-3F52741F10F5},866462,2006,50,LICENSING,2353 - LICENSE / REQUIRED IN CONFIDENTIAL INFORMATION MINERÁRIA- 05.04.2019,EMAL - EMPRESA DE MINERAÇÃO ARIPUANÃ LTDA,LIMESTONE,soil amendments,MT
867138/2007,{0C637DAD-50CE-4DD1-A445-D8BF0107ECCC},867138,2007,9306.51,SEARCH AUTHORIZATION,197 - AUT PESQ / TIME EXTENSION permit REJECTION IN 07.11.2016,Arrossensal Agropecuária e Industrial S A,GOLD ORE,Industrial,MT
867139/2007,{FE7EF0CA-E5D4-4053-AFA0-F6D1146E2B2F},867139,2007,8433.19,SEARCH AUTHORIZATION,197 - AUT PESQ / TIME EXTENSION permit REJECTION IN 07.11.2016,Arrossensal Agropecuária e Industrial S A,GOLD ORE,Industrial,MT
867140/2007,{3EC9AA7B-A7A7-4420-B333-78AA5EFEE1E3},867140,2007,9896.56,SEARCH AUTHORIZATION,197 - AUT PESQ / TIME EXTENSION permit REJECTION IN 07.11.2016,Arrossensal Agropecuária e Industrial S A,GOLD ORE,Industrial,MT
867203/2007,{CF6469ED-1C0A-45E8-9839-EB32085BE5C4},867203,2007,1793.31,SEARCH AUTHORIZATION,197 - AUT PESQ / TIME EXTENSION permit REJECTION IN 07.11.2016,Arrossensal Agropecuária e Industrial S A,GOLD ORE,Industrial,MT
867204/2007,{B43BFB65-2B77-410E-8E07-8F549E2D91DC},867204,2007,1374.99,SEARCH AUTHORIZATION,197 - AUT PESQ / TIME EXTENSION permit REJECTION IN 07.11.2016,Arrossensal Agropecuária e Industrial S A,GOLD ORE,Industrial,MT
866088/2008,{2F3A1657-899F-4BF0-B2CE-B5F873E48516},866088,2008,15.1,LICENSING,1401 - LEAVE / LEAVE ON ENVIRONMENTAL protocolled 15.09.2020,Basa Indústria e Comércio Ltda Epp.,BASALT,Brita,MT
866167/2008,{E7D42B55-0D76-4962-A307-836C34C0866B},866167,2008,50,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 17/05/2011,PAULO SÉRGIO CHINOTI-ME,CLAY,Industrial,MT
866315/2008,{F284F872-C4C2-414D-879F-5B5FA7ADC9BB},866315,2008,49,SEARCH AUTHORIZATION,243 - AUT PESQ / RESOURCE IN filed 02/28/2019,Josias Santos Guimaraes,MINERAL WATER,traffic jam,MT
866321/2008,{9391AB7E-C3D4-4A2A-B77B-9E1AB4A5AEE5},866321,2008,50,LICENSING,2353 - LICENSE / REQUIRED IN CONFIDENTIAL INFORMATION MINERÁRIA- 05.04.2019,EMAL - EMPRESA DE MINERAÇÃO ARIPUANÃ LTDA,LIMESTONE calcite,soil amendments,MT
866322/2008,{041CB5AD-8D79-41FC-83D0-164F799B4EB0},866322,2008,50,LICENSING,2353 - LICENSE / REQUIRED IN CONFIDENTIAL INFORMATION MINERÁRIA- 05.04.2019,EMAL - EMPRESA DE MINERAÇÃO ARIPUANÃ LTDA,LIMESTONE calcite,soil amendments,MT
866327/2008,{798419C5-CCD4-4100-A5B7-C65FAD38935C},866327,2008,20,LICENSING,1401 - LEAVE / LEAVE ON ENVIRONMENTAL protocolled 15.09.2020,Basa Indústria e Comércio Ltda Epp.,BASALT,Brita,MT
866691/2008,{2ADD740C-E50D-4D13-8147-99DC6870D52E},866691,2008,47.17,LICENSING,1401 - LEAVE / LEAVE ON ENVIRONMENTAL protocolled 11.09.2020,F.M.COMERCIO DE AREIA LTDA,SAND,Construction,MT
866007/2009,{5E33DC8C-9654-4B1D-91C7-E74046289D86},866007,2009,49.48,LICENSING,2118 - LICENSE / LOW LICENSE - RELEASED FOR CALL ON 12/04/2018,Gilmar Gomes Me,SANDSTONE,Construction,MT
866063/2009,{28D83459-ECA2-45D7-B99B-F4D76AD7E6AB},866063,2009,49.86,TILL garimpeira,662 - NOTIFICATION ADM PMT FLOW FINE ON 04/17/2018,José Brito dos Santos,DIAMOND,Egg yolk,MT
866064/2009,{981B3AC2-52E1-4DCD-8506-4EFD28603363},866064,2009,49.31,TILL garimpeira,709 - PLG / PLG WAIVER APPROVED published 03.20.2018,José Brito dos Santos,DIAMOND,Egg yolk,MT
866094/2009,{D334F56A-3B3C-434E-8F83-DB7F5225B264},866094,2009,49.1,LICENSING,730 - LICENSE / LICENSE AUTHORIZED PUBLISHED 08/09/2010,João Batista de Almeida Filho,SANDSTONE,Construction,MT
866095/2009,{859D0E47-446C-4E5A-833F-89865E196CFA},866095,2009,49,LICENSING,730 - LICENSE / LICENSE AUTHORIZED PUBLISHED 21/09/2010,João Batista de Almeida Filho,SANDSTONE,Construction,MT
866104/2009,{9E63FF0B-C60D-4D5B-8566-F4FA0018E469},866104,2009,15.9,LICENSING,2118 - LICENSE / LOW LICENSE - RELEASED FOR CALL ON 02/21/2019,José Santiago dos Santos Me,SAND,Construction,MT
866283/1986,{484FB944-BEBD-4B45-9575-4E9690235B98},866283,1986,595.66,OF MINING CONCESSION,436 - CONC LAV / DOCUMENT IN SEVERAL filed 02/04/2020,INDUSTRIA DE CALCARIOS CACAPAVA LTDA,DOLOMITE,Industrial,MT
866415/2009,{7A87AE49-1000-49E0-988C-0730786654A6},866415,2009,12.46,LICENSING,1401 - LEAVE / LEAVE ON ENVIRONMENTAL protocolled 05.04.2019,Ecoplan Mineração Ltda,LIMESTONE,soil amendments,MT
866559/2006,{5503F1C5-4B58-4EA2-ADB1-837C1F20B40F},866559,2006,48.77,APPLICATION TILL,1958 - REQ LAV / AREA REQUESTED IN BONDAGE 06/11/2019,Copacel Indústria e Comercio de Calcário e Cereais Ltda,LIMESTONE,Manufacture of lime,MT
866590/2009,{A5E6B3F8-AA95-4A9B-92A1-AEC588B31066},866590,2009,1996.81,SEARCH AUTHORIZATION,645 - AUT PESQ / PAYMENT FINE-MADE IN REL PESQ 11.01.2016,Votorantim Cimentos Brasil S A,PEAT,energy,MT
866958/2009,{3EBE1592-B4A7-43AB-9D52-492413EA0356},866958,2009,44.99,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 03.20.2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE calcite,soil amendments,MT
866959/2009,{979AB55A-DCDB-4D5F-AFE0-70AAED619845},866959,2009,42.77,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 03.20.2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE calcite,soil amendments,MT
866953/2009,{0023421E-6E44-4E48-94A7-B25B993D0079},866953,2009,49.68,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 03.20.2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE calcite,soil amendments,MT
866956/2009,{42C9A104-A999-47EC-9CDA-42C6B89B723E},866956,2009,42.1,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 03.20.2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE calcite,soil amendments,MT
866964/2009,{5B7738DA-0969-4366-8F2D-70C88C1EAFD3},866964,2009,49.07,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 03.20.2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE calcite,soil amendments,MT
866960/2009,{DB87677F-7DC8-494F-BF62-7BC6E4EE81E6},866960,2009,45.77,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 03.20.2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE calcite,soil amendments,MT
866961/2009,{DAB32663-AE2B-48B8-A386-024656953A19},866961,2009,42.1,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 03.20.2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE calcite,soil amendments,MT
866962/2009,{1231B179-A68A-442F-A9AE-859CA549C358},866962,2009,44.82,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 03.20.2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE calcite,soil amendments,MT
866963/2009,{BCB98C89-2CF5-4510-9349-628D6C77F6AC},866963,2009,42.52,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 03.20.2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE calcite,soil amendments,MT
866954/2009,{9710F8B9-D2C3-4259-9F8E-8333F30A68E3},866954,2009,23.67,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 03.20.2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE calcite,soil amendments,MT
866955/2009,{175AA910-5BF4-4994-BAE5-7D4B8992DF1A},866955,2009,49.95,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 03.20.2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE calcite,soil amendments,MT
